Day_of_Week,Hour_of_Day,Month_of_Year,Week_of_Month,Temperature,Energy_Consumption,Energy_Consumption_Lag1,Energy_Consumption_Lag24,Is_Holiday,Is_Weekend
3,6,1,1,6.55040423,80.51145625,64.50656799,76.36101573,0,0
3,7,1,1,6.55040423,75.15426682,80.51145625,82.60287811,0,0
3,8,1,1,6.55040423,77.48686015,75.15426682,81.40251599,0,0
3,9,1,1,6.55040423,80.45648514,77.48686015,78.03006216,0,0
3,10,1,1,6.55040423,87.74840124,80.45648514,84.36250451,0,0
3,11,1,1,6.55040423,81.25903933,87.74840124,87.66055038,0,0
3,12,1,1,6.55040423,78.00931212,81.25903933,78.24776279,0,0
3,13,1,1,6.55040423,74.5763301,78.00931212,81.94245268,0,0
3,14,1,1,6.55040423,80.5112619,74.5763301,81.35211757,0,0
3,15,1,1,6.55040423,78.57006219,80.5112619,78.44513694,0,0
3,16,1,1,6.55040423,79.15723645,78.57006219,86.97003163,0,0
3,17,1,1,6.55040423,82.28161145,79.15723645,78.4166868,0,0
3,18,1,1,6.55040423,95.10248984,82.28161145,96.36630452,0,0
3,19,1,1,6.55040423,91.61898344,95.10248984,100.2391955,0,0
3,20,1,1,6.55040423,86.95941975,91.61898344,89.56372934,0,0
3,21,1,1,6.55040423,89.40334889,86.95941975,96.18066587,0,0
3,22,1,1,6.55040423,99.83298895,89.40334889,84.93550521,0,0
3,23,1,1,6.55040423,101.7129845,99.83298895,101.9068589,0,0
4,0,1,1,0.749251653,49.24915422,,55.02133456,0,0
4,1,1,1,0.749251653,59.68874922,49.24915422,59.10494074,0,0
4,2,1,1,0.749251653,60.15171369,59.68874922,57.01800869,0,0
4,3,1,1,0.749251653,66.37456523,60.15171369,60.90313747,0,0
4,4,1,1,0.749251653,56.25963678,66.37456523,55.36932576,0,0
4,5,1,1,0.749251653,56.59201606,56.25963678,64.50656799,0,0
4,6,1,1,0.749251653,82.41161403,56.59201606,80.51145625,0,0
4,7,1,1,0.749251653,82.06798597,82.41161403,75.15426682,0,0
4,8,1,1,0.749251653,87.03340773,82.06798597,77.48686015,0,0
4,9,1,1,0.749251653,82.20650086,87.03340773,80.45648514,0,0
4,10,1,1,0.749251653,80.81111278,82.20650086,87.74840124,0,0
4,11,1,1,0.749251653,98.15166849,80.81111278,81.25903933,0,0
4,12,1,1,0.749251653,80.92946512,98.15166849,78.00931212,0,0
4,13,1,1,0.749251653,77.64741301,80.92946512,74.5763301,0,0
4,14,1,1,0.749251653,81.33820866,77.64741301,80.5112619,0,0
4,15,1,1,0.749251653,66.58681545,81.33820866,78.57006219,0,0
4,16,1,1,0.749251653,87.08709988,66.58681545,79.15723645,0,0
4,17,1,1,0.749251653,77.13994887,87.08709988,82.28161145,0,0
4,18,1,1,0.749251653,99.38552387,77.13994887,95.10248984,0,0
4,19,1,1,0.749251653,91.5712667,99.38552387,91.61898344,0,0
4,20,1,1,0.749251653,101.451273,91.5712667,86.95941975,0,0
4,21,1,1,0.749251653,100.3363446,101.451273,89.40334889,0,0
4,22,1,1,0.749251653,96.74120311,100.3363446,99.83298895,0,0
4,23,1,1,0.749251653,86.40806784,96.74120311,101.7129845,0,0
5,0,1,1,4.586550563,59.57927657,,49.24915422,0,1
5,1,1,1,4.586550563,59.30961423,59.57927657,59.68874922,0,1
5,2,1,1,4.586550563,68.6915415,59.30961423,60.15171369,0,1
5,3,1,1,4.586550563,64.29155451,68.6915415,66.37456523,0,1
5,4,1,1,4.586550563,68.24048372,64.29155451,56.25963678,0,1
5,5,1,1,4.586550563,61.86400521,68.24048372,56.59201606,0,1
5,6,1,1,4.586550563,99.62408319,61.86400521,82.41161403,0,1
5,7,1,1,4.586550563,90.24512358,99.62408319,82.06798597,0,1
5,8,1,1,4.586550563,94.31043626,90.24512358,87.03340773,0,1
5,9,1,1,4.586550563,96.91766395,94.31043626,82.20650086,0,1
5,10,1,1,4.586550563,96.87329231,96.91766395,80.81111278,0,1
5,11,1,1,4.586550563,96.41139047,96.87329231,98.15166849,0,1
5,12,1,1,4.586550563,102.321723,96.41139047,80.92946512,0,1
5,13,1,1,4.586550563,95.65652457,102.321723,77.64741301,0,1
5,14,1,1,4.586550563,89.28659443,95.65652457,81.33820866,0,1
5,15,1,1,4.586550563,94.29247188,89.28659443,66.58681545,0,1
5,16,1,1,4.586550563,102.1933641,94.29247188,87.08709988,0,1
5,17,1,1,4.586550563,88.24531509,102.1933641,77.13994887,0,1
5,18,1,1,4.586550563,116.54298,88.24531509,99.38552387,0,1
5,19,1,1,4.586550563,117.6247464,116.54298,91.5712667,0,1
5,20,1,1,4.586550563,110.39998,117.6247464,101.451273,0,1
5,21,1,1,4.586550563,113.4237072,110.39998,100.3363446,0,1
5,22,1,1,4.586550563,111.8600384,113.4237072,96.74120311,0,1
5,23,1,1,4.586550563,119.5619511,111.8600384,86.40806784,0,1
6,0,1,1,9.283949172,68.57569886,,59.57927657,0,1
6,1,1,1,9.283949172,63.2203766,68.57569886,59.30961423,0,1
6,2,1,1,9.283949172,67.67256966,63.2203766,68.6915415,0,1
6,3,1,1,9.283949172,64.20376729,67.67256966,64.29155451,0,1
6,4,1,1,9.283949172,67.67404791,64.20376729,68.24048372,0,1
6,5,1,1,9.283949172,57.62296479,67.67404791,61.86400521,0,1
6,6,1,1,9.283949172,88.65125472,57.62296479,99.62408319,0,1
6,7,1,1,9.283949172,92.03729647,88.65125472,90.24512358,0,1
6,8,1,1,9.283949172,92.02125474,92.03729647,94.31043626,0,1
6,9,1,1,9.283949172,102.0627466,92.02125474,96.91766395,0,1
6,10,1,1,9.283949172,97.27718248,102.0627466,96.87329231,0,1
6,11,1,1,9.283949172,85.69616155,97.27718248,96.41139047,0,1
6,12,1,1,9.283949172,93.45644318,85.69616155,102.321723,0,1
6,13,1,1,9.283949172,92.39775817,93.45644318,95.65652457,0,1
6,14,1,1,9.283949172,95.6232798,92.39775817,89.28659443,0,1
6,15,1,1,9.283949172,89.83800672,95.6232798,94.29247188,0,1
6,16,1,1,9.283949172,102.7311078,89.83800672,102.1933641,0,1
6,17,1,1,9.283949172,107.4695612,102.7311078,88.24531509,0,1
6,18,1,1,9.283949172,114.34492,107.4695612,116.54298,0,1
6,19,1,1,9.283949172,117.12653,114.34492,117.6247464,0,1
6,20,1,1,9.283949172,109.8793203,117.12653,110.39998,0,1
6,21,1,1,9.283949172,119.6014907,109.8793203,113.4237072,0,1
6,22,1,1,9.283949172,111.2894906,119.6014907,111.8600384,0,1
6,23,1,1,9.283949172,116.0834986,111.2894906,119.5619511,0,1
0,0,1,2,3.03982311,52.08252207,,68.57569886,0,0
0,1,1,2,3.03982311,63.32238229,52.08252207,63.2203766,0,0
0,2,1,2,3.03982311,55.77562211,63.32238229,67.67256966,0,0
0,3,1,2,3.03982311,52.16140113,55.77562211,64.20376729,0,0
0,4,1,2,3.03982311,47.31930418,52.16140113,67.67404791,0,0
0,5,1,2,3.03982311,53.73686836,47.31930418,57.62296479,0,0
0,6,1,2,3.03982311,88.52068384,53.73686836,88.65125472,0,0
0,7,1,2,3.03982311,84.38047099,88.52068384,92.03729647,0,0
0,8,1,2,3.03982311,70.19340321,84.38047099,92.02125474,0,0
0,9,1,2,3.03982311,77.45004132,70.19340321,102.0627466,0,0
0,10,1,2,3.03982311,78.92987235,77.45004132,97.27718248,0,0
0,11,1,2,3.03982311,75.11934813,78.92987235,85.69616155,0,0
0,12,1,2,3.03982311,86.95969307,75.11934813,93.45644318,0,0
0,13,1,2,3.03982311,86.33729709,86.95969307,92.39775817,0,0
0,14,1,2,3.03982311,75.48479056,86.33729709,95.6232798,0,0
0,15,1,2,3.03982311,83.65467345,75.48479056,89.83800672,0,0
0,16,1,2,3.03982311,81.42658231,83.65467345,102.7311078,0,0
0,17,1,2,3.03982311,83.41232058,81.42658231,107.4695612,0,0
0,18,1,2,3.03982311,102.1251041,83.41232058,114.34492,0,0
0,19,1,2,3.03982311,98.84935219,102.1251041,117.12653,0,0
0,20,1,2,3.03982311,96.22565961,98.84935219,109.8793203,0,0
0,21,1,2,3.03982311,97.05107144,96.22565961,119.6014907,0,0
0,22,1,2,3.03982311,104.1175828,97.05107144,111.2894906,0,0
0,23,1,2,3.03982311,96.97352396,104.1175828,116.0834986,0,0
1,0,1,2,1.01743813,63.20310393,,52.08252207,0,0
1,1,1,2,1.01743813,59.93211212,63.20310393,63.32238229,0,0
1,2,1,2,1.01743813,52.32957139,59.93211212,55.77562211,0,0
1,3,1,2,1.01743813,53.73086063,52.32957139,52.16140113,0,0
1,4,1,2,1.01743813,64.44903001,53.73086063,47.31930418,0,0
1,5,1,2,1.01743813,54.95897273,64.44903001,53.73686836,0,0
1,6,1,2,1.01743813,79.3676836,54.95897273,88.52068384,0,0
1,7,1,2,1.01743813,72.07705123,79.3676836,84.38047099,0,0
1,8,1,2,1.01743813,76.35738126,72.07705123,70.19340321,0,0
1,9,1,2,1.01743813,88.11191324,76.35738126,77.45004132,0,0
1,10,1,2,1.01743813,77.51028693,88.11191324,78.92987235,0,0
1,11,1,2,1.01743813,73.85105134,77.51028693,75.11934813,0,0
1,12,1,2,1.01743813,87.64779499,73.85105134,86.95969307,0,0
1,13,1,2,1.01743813,78.38153462,87.64779499,86.33729709,0,0
1,14,1,2,1.01743813,79.27885887,78.38153462,75.48479056,0,0
1,15,1,2,1.01743813,83.06933856,79.27885887,83.65467345,0,0
1,16,1,2,1.01743813,83.59844842,83.06933856,81.42658231,0,0
1,17,1,2,1.01743813,70.52709154,83.59844842,83.41232058,0,0
1,18,1,2,1.01743813,99.37986972,70.52709154,102.1251041,0,0
1,19,1,2,1.01743813,91.77331517,99.37986972,98.84935219,0,0
1,20,1,2,1.01743813,91.95893205,91.77331517,96.22565961,0,0
1,21,1,2,1.01743813,99.23332483,91.95893205,97.05107144,0,0
1,22,1,2,1.01743813,91.67979145,99.23332483,104.1175828,0,0
1,23,1,2,1.01743813,91.68732025,91.67979145,96.97352396,0,0
2,0,1,2,9.881716745,54.8508763,,63.20310393,0,0
2,1,1,2,9.881716745,51.7969639,54.8508763,59.93211212,0,0
2,2,1,2,9.881716745,51.96113681,51.7969639,52.32957139,0,0
2,3,1,2,9.881716745,57.4371481,51.96113681,53.73086063,0,0
2,4,1,2,9.881716745,68.99099981,57.4371481,64.44903001,0,0
2,5,1,2,9.881716745,61.36144259,68.99099981,54.95897273,0,0
2,6,1,2,9.881716745,86.44260952,61.36144259,79.3676836,0,0
2,7,1,2,9.881716745,77.71387863,86.44260952,72.07705123,0,0
2,8,1,2,9.881716745,89.02251608,77.71387863,76.35738126,0,0
2,9,1,2,9.881716745,81.24907234,89.02251608,88.11191324,0,0
2,10,1,2,9.881716745,89.6638163,81.24907234,77.51028693,0,0
2,11,1,2,9.881716745,85.88321757,89.6638163,73.85105134,0,0
2,12,1,2,9.881716745,78.54481351,85.88321757,87.64779499,0,0
2,13,1,2,9.881716745,69.66356264,78.54481351,78.38153462,0,0
2,14,1,2,9.881716745,76.59918479,69.66356264,79.27885887,0,0
2,15,1,2,9.881716745,83.05749391,76.59918479,83.06933856,0,0
2,16,1,2,9.881716745,76.36839193,83.05749391,83.59844842,0,0
2,17,1,2,9.881716745,87.19441262,76.36839193,70.52709154,0,0
2,18,1,2,9.881716745,95.44011432,87.19441262,99.37986972,0,0
2,19,1,2,9.881716745,92.62156376,95.44011432,91.77331517,0,0
2,20,1,2,9.881716745,94.65186216,92.62156376,91.95893205,0,0
2,21,1,2,9.881716745,95.09183031,94.65186216,99.23332483,0,0
2,22,1,2,9.881716745,85.18347878,95.09183031,91.67979145,0,0
2,23,1,2,9.881716745,97.71562237,85.18347878,91.68732025,0,0
3,0,1,2,8.907740232,58.28978081,,54.8508763,0,0
3,1,1,2,8.907740232,54.92348163,58.28978081,51.7969639,0,0
3,2,1,2,8.907740232,54.69865354,54.92348163,51.96113681,0,0
3,3,1,2,8.907740232,55.86790359,54.69865354,57.4371481,0,0
3,4,1,2,8.907740232,49.64792459,55.86790359,68.99099981,0,0
3,5,1,2,8.907740232,53.40878095,49.64792459,61.36144259,0,0
3,6,1,2,8.907740232,80.90789373,53.40878095,86.44260952,0,0
3,7,1,2,8.907740232,84.4205385,80.90789373,77.71387863,0,0
3,8,1,2,8.907740232,78.56628673,84.4205385,89.02251608,0,0
3,9,1,2,8.907740232,83.79767551,78.56628673,81.24907234,0,0
3,10,1,2,8.907740232,73.08917243,83.79767551,89.6638163,0,0
3,11,1,2,8.907740232,89.21395156,73.08917243,85.88321757,0,0
3,12,1,2,8.907740232,85.402284,89.21395156,78.54481351,0,0
3,13,1,2,8.907740232,83.81946444,85.402284,69.66356264,0,0
3,14,1,2,8.907740232,84.84319458,83.81946444,76.59918479,0,0
3,15,1,2,8.907740232,74.07753213,84.84319458,83.05749391,0,0
3,16,1,2,8.907740232,90.22333441,74.07753213,76.36839193,0,0
3,17,1,2,8.907740232,79.18652184,90.22333441,87.19441262,0,0
3,18,1,2,8.907740232,95.44305641,79.18652184,95.44011432,0,0
3,19,1,2,8.907740232,93.09858244,95.44305641,92.62156376,0,0
3,20,1,2,8.907740232,100.0669144,93.09858244,94.65186216,0,0
3,21,1,2,8.907740232,100.5754172,100.0669144,95.09183031,0,0
3,22,1,2,8.907740232,99.23283704,100.5754172,85.18347878,0,0
3,23,1,2,8.907740232,94.84579585,99.23283704,97.71562237,0,0
4,0,1,2,8.512031895,49.44285051,,58.28978081,0,0
4,1,1,2,8.512031895,59.76749112,49.44285051,54.92348163,0,0
4,2,1,2,8.512031895,63.73010406,59.76749112,54.69865354,0,0
4,3,1,2,8.512031895,63.99553905,63.73010406,55.86790359,0,0
4,4,1,2,8.512031895,58.11020321,63.99553905,49.64792459,0,0
4,5,1,2,8.512031895,54.23463613,58.11020321,53.40878095,0,0
4,6,1,2,8.512031895,84.98758451,54.23463613,80.90789373,0,0
4,7,1,2,8.512031895,81.3915334,84.98758451,84.4205385,0,0
4,8,1,2,8.512031895,77.78303784,81.3915334,78.56628673,0,0
4,9,1,2,8.512031895,87.55764707,77.78303784,83.79767551,0,0
4,10,1,2,8.512031895,83.38405038,87.55764707,73.08917243,0,0
4,11,1,2,8.512031895,87.23134729,83.38405038,89.21395156,0,0
4,12,1,2,8.512031895,73.12635957,87.23134729,85.402284,0,0
4,13,1,2,8.512031895,83.30963122,73.12635957,83.81946444,0,0
4,14,1,2,8.512031895,78.39996664,83.30963122,84.84319458,0,0
4,15,1,2,8.512031895,82.19606136,78.39996664,74.07753213,0,0
4,16,1,2,8.512031895,79.43199647,82.19606136,90.22333441,0,0
4,17,1,2,8.512031895,89.57157725,79.43199647,79.18652184,0,0
4,18,1,2,8.512031895,95.18896822,89.57157725,95.44305641,0,0
4,19,1,2,8.512031895,95.98801954,95.18896822,93.09858244,0,0
4,20,1,2,8.512031895,99.93151667,95.98801954,100.0669144,0,0
4,21,1,2,8.512031895,89.24749284,99.93151667,100.5754172,0,0
4,22,1,2,8.512031895,92.35671782,89.24749284,99.23283704,0,0
4,23,1,2,8.512031895,100.6357332,92.35671782,94.84579585,0,0
5,0,1,2,4.887347835,73.25855732,,49.44285051,0,1
5,1,1,2,4.887347835,62.13122273,73.25855732,59.76749112,0,1
5,2,1,2,4.887347835,69.9305049,62.13122273,63.73010406,0,1
5,3,1,2,4.887347835,69.36978539,69.9305049,63.99553905,0,1
5,4,1,2,4.887347835,73.76303528,69.36978539,58.11020321,0,1
5,5,1,2,4.887347835,72.12001052,73.76303528,54.23463613,0,1
5,6,1,2,4.887347835,92.25437133,72.12001052,84.98758451,0,1
5,7,1,2,4.887347835,89.37714554,92.25437133,81.3915334,0,1
5,8,1,2,4.887347835,95.38923668,89.37714554,77.78303784,0,1
5,9,1,2,4.887347835,99.21496754,95.38923668,87.55764707,0,1
5,10,1,2,4.887347835,91.28320909,99.21496754,83.38405038,0,1
5,11,1,2,4.887347835,92.03285737,91.28320909,87.23134729,0,1
5,12,1,2,4.887347835,89.16574321,92.03285737,73.12635957,0,1
5,13,1,2,4.887347835,94.79625429,89.16574321,83.30963122,0,1
5,14,1,2,4.887347835,100.1454553,94.79625429,78.39996664,0,1
5,15,1,2,4.887347835,83.18403038,100.1454553,82.19606136,0,1
5,16,1,2,4.887347835,101.9734349,83.18403038,79.43199647,0,1
5,17,1,2,4.887347835,100.7118544,101.9734349,89.57157725,0,1
5,18,1,2,4.887347835,114.7411875,100.7118544,95.18896822,0,1
5,19,1,2,4.887347835,112.2783417,114.7411875,95.98801954,0,1
5,20,1,2,4.887347835,114.7415694,112.2783417,99.93151667,0,1
5,21,1,2,4.887347835,118.645285,114.7415694,89.24749284,0,1
5,22,1,2,4.887347835,107.3896769,118.645285,92.35671782,0,1
5,23,1,2,4.887347835,113.2831933,107.3896769,100.6357332,0,1
6,0,1,2,7.717348382,70.75916294,,73.25855732,0,1
6,1,1,2,7.717348382,71.83411817,70.75916294,62.13122273,0,1
6,2,1,2,7.717348382,76.56637673,71.83411817,69.9305049,0,1
6,3,1,2,7.717348382,54.71104805,76.56637673,69.36978539,0,1
6,4,1,2,7.717348382,68.57859429,54.71104805,73.76303528,0,1
6,5,1,2,7.717348382,64.4961921,68.57859429,72.12001052,0,1
6,6,1,2,7.717348382,89.94382438,64.4961921,92.25437133,0,1
6,7,1,2,7.717348382,100.2031488,89.94382438,89.37714554,0,1
6,8,1,2,7.717348382,94.96961773,100.2031488,95.38923668,0,1
6,9,1,2,7.717348382,90.80734806,94.96961773,99.21496754,0,1
6,10,1,2,7.717348382,99.46354877,90.80734806,91.28320909,0,1
6,11,1,2,7.717348382,97.04801396,99.46354877,92.03285737,0,1
6,12,1,2,7.717348382,91.56356831,97.04801396,89.16574321,0,1
6,13,1,2,7.717348382,94.09875635,91.56356831,94.79625429,0,1
6,14,1,2,7.717348382,96.22757751,94.09875635,100.1454553,0,1
6,15,1,2,7.717348382,88.27485334,96.22757751,83.18403038,0,1
6,16,1,2,7.717348382,95.01630548,88.27485334,101.9734349,0,1
6,17,1,2,7.717348382,104.033692,95.01630548,100.7118544,0,1
6,18,1,2,7.717348382,115.2049385,104.033692,114.7411875,0,1
6,19,1,2,7.717348382,112.7544837,115.2049385,112.2783417,0,1
6,20,1,2,7.717348382,118.3655797,112.7544837,114.7415694,0,1
6,21,1,2,7.717348382,105.9097161,118.3655797,118.645285,0,1
6,22,1,2,7.717348382,124.9046669,105.9097161,107.3896769,0,1
6,23,1,2,7.717348382,114.8526928,124.9046669,113.2831933,0,1
0,0,1,3,8.641518926,57.90300524,,70.75916294,0,0
0,1,1,3,8.641518926,56.88435744,57.90300524,71.83411817,0,0
0,2,1,3,8.641518926,61.33222865,56.88435744,76.56637673,0,0
0,3,1,3,8.641518926,57.62931851,61.33222865,54.71104805,0,0
0,4,1,3,8.641518926,53.48071652,57.62931851,68.57859429,0,0
0,5,1,3,8.641518926,49.17871611,53.48071652,64.4961921,0,0
0,6,1,3,8.641518926,81.34555705,49.17871611,89.94382438,0,0
0,7,1,3,8.641518926,82.36590142,81.34555705,100.2031488,0,0
0,8,1,3,8.641518926,82.78142148,82.36590142,94.96961773,0,0
0,9,1,3,8.641518926,76.29529948,82.78142148,90.80734806,0,0
0,10,1,3,8.641518926,78.11746231,76.29529948,99.46354877,0,0
0,11,1,3,8.641518926,76.62045929,78.11746231,97.04801396,0,0
0,12,1,3,8.641518926,89.61304217,76.62045929,91.56356831,0,0
0,13,1,3,8.641518926,89.25888969,89.61304217,94.09875635,0,0
0,14,1,3,8.641518926,77.20838073,89.25888969,96.22757751,0,0
0,15,1,3,8.641518926,77.05100917,77.20838073,88.27485334,0,0
0,16,1,3,8.641518926,78.98313083,77.05100917,95.01630548,0,0
0,17,1,3,8.641518926,85.3289959,78.98313083,104.033692,0,0
0,18,1,3,8.641518926,95.60710963,85.3289959,115.2049385,0,0
0,19,1,3,8.641518926,93.90848277,95.60710963,112.7544837,0,0
0,20,1,3,8.641518926,98.51643755,93.90848277,118.3655797,0,0
0,21,1,3,8.641518926,99.99196549,98.51643755,105.9097161,0,0
0,22,1,3,8.641518926,98.05014888,99.99196549,124.9046669,0,0
0,23,1,3,8.641518926,92.6655226,98.05014888,114.8526928,0,0
1,0,1,3,1.155165707,50.4341814,,57.90300524,0,0
1,1,1,3,1.155165707,61.12058553,50.4341814,56.88435744,0,0
1,2,1,3,1.155165707,55.46703816,61.12058553,61.33222865,0,0
1,3,1,3,1.155165707,57.7247274,55.46703816,57.62931851,0,0
1,4,1,3,1.155165707,63.47372427,57.7247274,53.48071652,0,0
1,5,1,3,1.155165707,55.68937956,63.47372427,49.17871611,0,0
1,6,1,3,1.155165707,74.2697513,55.68937956,81.34555705,0,0
1,7,1,3,1.155165707,71.22313661,74.2697513,82.36590142,0,0
1,8,1,3,1.155165707,76.60394459,71.22313661,82.78142148,0,0
1,9,1,3,1.155165707,80.43245442,76.60394459,76.29529948,0,0
1,10,1,3,1.155165707,83.45920321,80.43245442,78.11746231,0,0
1,11,1,3,1.155165707,76.40037803,83.45920321,76.62045929,0,0
1,12,1,3,1.155165707,81.95070674,76.40037803,89.61304217,0,0
1,13,1,3,1.155165707,75.01565401,81.95070674,89.25888969,0,0
1,14,1,3,1.155165707,77.78722202,75.01565401,77.20838073,0,0
1,15,1,3,1.155165707,86.39572328,77.78722202,77.05100917,0,0
1,16,1,3,1.155165707,81.73088908,86.39572328,78.98313083,0,0
1,17,1,3,1.155165707,79.71450883,81.73088908,85.3289959,0,0
1,18,1,3,1.155165707,98.03826515,79.71450883,95.60710963,0,0
1,19,1,3,1.155165707,96.55295018,98.03826515,93.90848277,0,0
1,20,1,3,1.155165707,97.79346511,96.55295018,98.51643755,0,0
1,21,1,3,1.155165707,98.29798117,97.79346511,99.99196549,0,0
1,22,1,3,1.155165707,90.94272058,98.29798117,98.05014888,0,0
1,23,1,3,1.155165707,94.47532809,90.94272058,92.6655226,0,0
2,0,1,3,0.750508986,53.87279566,,50.4341814,0,0
2,1,1,3,0.750508986,56.51596196,53.87279566,61.12058553,0,0
2,2,1,3,0.750508986,56.25381098,56.51596196,55.46703816,0,0
2,3,1,3,0.750508986,56.18320859,56.25381098,57.7247274,0,0
2,4,1,3,0.750508986,70.43034983,56.18320859,63.47372427,0,0
2,5,1,3,0.750508986,61.98749654,70.43034983,55.68937956,0,0
